TRADE_DATE,TICKER,SECTOR,CLOSE_PRICE,DAILY_RETURN,ANNUALIZED_VOLATILITY_20D,MARKET_CAP,REVENUE,NET_INCOME,TTM_REVENUE,TTM_NET_INCOME,NET_MARGIN,REVENUE_YOY_GROWTH,PE_RATIO,PRICE_TO_BOOK,PRICE_TO_SALES,DEBT_TO_ASSETS,SHARES_BASIS,REVENUE_SOURCE
2025-09-09,DIS,Communication Services,117.370002747,-0.0123695281,0.1880553963,223003005218.506,23155000000,2621000000,90028000000,4776000000,0.1131936947,0.03694581281,46.692421528,2.216245008,2.477040534,,instant,as_reported
2025-09-09,GE,Industrials,276.239990234,0.0006883409051,0.2549062477,299530064470.865,8223000000,1266000000,33307000000,4746000000,0.1539584093,0.03996458834,63.11210798,16.105498681,8.993006409,0.8470411559,instant,as_reported
2025-09-09,GILD,Health Care,115.760002136,-0.001035466204,0.1629843572,144236962661.743,6954000000,1614000000,27805000000,1053000000,0.232096635,0.0537960297,136.977172518,7.889993034,5.187446958,,instant,as_reported
2025-09-09,GOOGL,Communication Services,239.630004883,0.023884817,0.1781398193,2966859090454.1,80539000000,23662000000,318146000000,82406000000,0.2937955525,0.1540688094,36.002949912,10.131193026,9.325464065,0.2810997913,instant,as_reported
2025-09-09,GS,Financials,763.91998291,0.0297499426,0.320849724,241523143414.266,,3043000000,,11241000000,,,21.485912589,2.021740149,,0.9277432646,instant,
2025-09-09,HD,Consumer Discretionary,415.339996338,-0.0109539479,0.2102053731,412432616363.525,43175000000,4561000000,152089000000,14769000000,0.1056398379,0.006035045205,27.925561403,93.310546689,2.711784655,0.9543605312,instant,as_reported
2025-09-09,HON,Industrials,211.730484009,-0.002561142185,0.07042465473,141351271124.268,9186000000,1019000000,35466000000,4966000000,0.1109296756,0.06110661892,28.46380812,8.46566875,3.985543087,,instant,derived
2025-09-09,IBM,Technology,259.109985352,0.01179273989,0.1701530545,,15770000000,1834000000,62365000000,8431000000,0.116296766,0.01906300485,,,,0.8199225988,,as_reported
2025-09-09,INTC,Technology,24.440000534,-0.001633946443,0.222068098,104505442283.63,12833000000,-1610000000,55121000000,975000000,-0.1254578041,-0.008958220712,107.185069009,0.9069369888,1.895927909,,instant,as_reported
2025-09-09,INTU,Technology,670.890014648,-0.001176194918,0.0633516731,,6737000000,2389000000,15813000000,3072000000,0.3546088764,0.1194749086,,,,0.4056717364,,as_reported
2025-09-09,JNJ,Health Care,176.960006714,-0.006568216845,0.07047117753,428597136260.986,22447000000,4686000000,86576000000,38018000000,0.2087584087,0.04312468051,11.273531913,5.991181418,4.950530589,0.6049544973,weighted_average,as_reported
2025-09-09,JPM,Financials,297.850006104,0.01686521936,0.3521230908,,,18149000000,,54074000000,,,,,,0.9178006871,,
2025-09-09,KO,Consumer Staples,67.86000061,0.006376898334,0.1185720574,292815902633.667,12535000000,3810000000,47062000000,12183000000,0.303948943,0.01391248079,24.034794602,10.243690839,6.221917952,,weighted_average,as_reported
2025-09-09,LMT,Industrials,457.059997559,-0.004465067754,0.2216242951,,,1545000000,,6776000000,,,,,,0.8790095155,,
2025-09-09,MA,Financials,584,-0.004432260457,0.1736984777,543120000000,,,,,,,,73.186902035,,0.8232584509,weighted_average,
2025-09-09,MCD,Consumer Discretionary,312.519989014,-0.0008951437874,0.07092371199,226858.260025024,6169000000,1929000000,25765000000,8595000000,0.3126924947,0.04594777891,2.639421292e-05,,8.804900447e-06,,weighted_average,as_reported
2025-09-09,META,Communication Services,765.700012207,0.0178120124,0.1364390587,2009962532043.46,36455000000,12369000000,142711000000,45757000000,0.3392950213,0.2726479316,43.926886204,13.441957962,14.084145805,0.3289969665,weighted_average,as_reported
2025-09-09,MRK,Health Care,84.61000061,0.006183801575,0.111935951,215247841552.734,16112000000,5455000000,62479000000,13736000000,0.3385675273,0.07163285667,15.670343736,4.938916102,3.445123026,,weighted_average,as_reported
2025-09-09,MS,Financials,152.220001221,0.02305277144,0.2658111722,246455620852.75,,3076000000,,10413000000,,,23.668070763,2.447084029,,0.916197574,instant,
2025-09-09,MSFT,Technology,498.410003662,0.0004215714908,0.2382015857,3720132267333.98,51865000000,16740000000,198270000000,72738000000,0.3227610142,0.1237866181,51.144274895,22.337502056,18.762960949,0.5435204473,instant,derived
2025-09-09,NFLX,Communication Services,126.324996948,0.0148542615,0.2529490011,54441651172.8742,9370440000,2332209000,34932234000,6435089000,0.2488900201,0.1481267605,8.460124044,2.54812106,1.558493258,0.5624327828,instant,as_reported
2025-09-09,NOW,Technology,186.73399353,-0.006025591647,0.3610077667,38351801059.2346,2603000000,347000000,9478000000,1928000000,0.1333077219,0.241889313,19.892012998,4.730701993,4.046402306,0.5379046968,instant,as_reported
2025-09-09,NVDA,Technology,170.759994507,0.01455641511,0.2954062637,,,14881000000,,42597000000,,,,,,0.362388416,,
2025-09-09,ORCL,Technology,241.509994507,0.01270538298,0.3081402104,655216615097.046,13836000000,3319000000,49954000000,8504000000,0.2398814686,0.1685810811,77.048049753,610.639902234,13.116399389,,instant,derived
2025-09-09,PEP,Consumer Staples,143.100006104,0.009808663333,0.3049154968,197334908416.748,22501000000,3083000000,,,0.1370161326,0.008018994714,,10.147840606,,0.8032813238,weighted_average,as_reported
2025-09-09,PFE,Health Care,24.709999084,0.006517269209,0.2069470172,140748154785.156,,41000000,,-2595000000,,,,1.604882039,,0.5930719311,weighted_average,
2025-09-09,PG,Consumer Staples,159.460006714,0.00283013584,0.09160115354,,19515000000,3052000000,80187000000,14742000000,0.1563925186,0.03003272459,,,,0.6002491298,,derived
2025-09-09,QCOM,Technology,158.660003662,-0.009860153199,0.2051239969,177064564086.914,9393000000,2129000000,37348000000,8712000000,0.2266581497,0.1114660987,20.324215345,,4.740938312,0.5322424679,instant,as_reported
2025-09-09,RTX,Industrials,151.75,-0.01601614196,0.1710494427,,19721000000,111000000,72417000000,2262000000,0.005628517824,0.07676767677,,,,0.6234945926,,as_reported
2025-09-09,SCHW,Financials,93.669998169,0.002354040011,0.5470580366,171509766647.339,4740000000,1362000000,,-235933000,0.2873417722,-0.0734949179,,4.043897167,,0.9095276289,weighted_average,as_reported
2025-09-09,SLB,Energy,35.779998779,0,0.2485876113,,9139000000,1112000000,35146000000,4415000000,0.1216763322,0.1284109149,,,,0.5487412148,,as_reported
2025-09-09,SPGI,Financials,518.174072266,0.003370710152,0.123149449,158198544262.695,3755000000,1072000000,,4013000000,0.2854860186,0.05804451958,39.421516138,4.737901895,,0.3714545906,instant,as_reported
2025-09-09,TMO,Health Care,482.410003662,-0.01074537261,0.1729863252,184763031402.588,10541000000,1548000000,42346000000,,0.1468551371,-0.01366145785,,3.895324494,4.36317554,,weighted_average,as_reported
2025-09-09,TSLA,Consumer Discretionary,346.970001221,0.001645517709,0.3289813918,1108222183898.93,25500000000,1400000000,95318000000,12571000000,0.05490196078,0.0229871224,88.157042709,16.673018353,11.626578232,0.4038659246,instant,as_reported
2025-09-09,TXN,Technology,185.029998779,-0.004251299525,0.324916924,170042568878.174,3822000000,1127000000,16092000000,5312000000,0.2948717949,-0.1564775988,32.011025768,9.878155506,10.566900875,0.5088450126,weighted_average,as_reported
2025-09-09,UNH,Health Care,347.920013428,0.08640123379,0.5836663948,320434332366.943,98855000000,4216000000,385439000000,14103000000,0.0426483233,0.06406682238,22.721004919,,0.8313490134,0.6530958973,instant,as_reported
2025-09-09,UPS,Industrials,84.400001526,0.0009488196645,0.1228786394,72330801307.6782,21818000000,1409000000,89502000000,5254000000,0.06457970483,-0.01074586262,13.766806492,4.247257857,0.8081473186,,weighted_average,as_reported
2025-09-09,V,Financials,343.989990234,0.004937230695,0.1892327262,,10172000000,5272000000,,20286000000,0.5182854896,0.1429213483,,,,0.6134527713,,as_reported
2025-09-09,WFC,Financials,80.760002136,0.02047014164,0.401490921,282797299480.438,,4619000000,,18770000000,,,15.066451757,1.562908206,,0.906758686,instant,
2025-09-09,WMT,Consumer Staples,102.290000916,9.77876448e-05,0.1710876346,,167767000000,4501000000,659058000000,15552000000,0.02682887576,0.04671200399,,,,,,as_reported
2025-09-09,XOM,Energy,110.650001526,0.007282719747,0.2703806238,,,,,,,,,,,,,
2025-09-10,AAPL,Technology,226.789993286,-0.03225946009,0.2324315943,3452256016409.77,85777000000,21448000000,385603000000,101956000000,0.250043718,0.04865704121,33.860253604,51.751754159,8.952876447,0.7988371953,instant,as_reported
2025-09-10,ABBV,Health Care,211.63999939,0.005797916285,0.1243672063,374814438919.067,,1370000000,,5339000000,,,70.203116486,55.298677917,,,weighted_average,
2025-09-10,ABT,Health Care,129.36000061,-0.01962869649,0.1490082583,226488016668.625,11142000000,1779000000,43109000000,13979000000,0.1596661282,0.07372072853,16.202018504,4.479145984,5.253845291,,weighted_average,as_reported
2025-09-10,ADBE,Technology,350.160003662,-0.01101506503,0.2947139177,158622481658.936,5182000000,620000000,19936000000,4801000000,0.1196449247,0.1132116004,33.039467123,10.260186394,7.956585155,0.4622795729,instant,as_reported
2025-09-10,AMD,Technology,159.539993286,0.02387360921,0.6005322221,258135709136.963,5835000000,265000000,23276000000,1354000000,0.04541559554,0.08882254152,190.646757117,4.565702875,11.090209191,,instant,as_reported
2025-09-10,AMGN,Health Care,278.510009766,-0.005214958667,0.1664588107,149392769238.281,7447000000,-113000000,29532000000,3763000000,-0.01517389553,0.2198198198,39.700443592,29.747664126,5.058674294,,instant,as_reported
2025-09-10,AMZN,Consumer Discretionary,230.330001831,-0.0332018279,0.4620440441,2396123009048.46,143313000000,10431000000,590740000000,37684000000,0.07278474388,0.1252767788,63.584625015,11.059318516,4.056138079,,instant,as_reported
2025-09-10,AVGO,Technology,369.570007324,0.09772174497,0.8481050698,1745109574584.96,15952000000,,59926000000,,,0.2203182375,,,29.12107557,0.5575621449,instant,as_reported
2025-09-10,AXP,Financials,323.350006104,-0.003052257935,0.2047297408,232488654388.428,9339000000,2437000000,,8995000000,0.2609487097,0.05573140402,25.846431839,8.082626004,,0.8931742807,instant,as_reported
2025-09-10,BA,Industrials,227.520004272,-0.008713837412,0.09171958443,,,-1439000000,,-3441000000,,,,,,1.125994955,,
2025-09-10,BAC,Financials,50.130001068,-0.003181533555,0.1900657359,394366111268.722,25818000000,6674000000,,24818000000,0.2585018204,-0.01675679793,15.890326024,1.34342846,,0.9103330286,instant,as_reported
2025-09-10,BLK,Financials,1102.890014648,-0.002514348232,0.08285669202,,4805000000,1495000000,,6047000000,0.3111342352,,,,,,,as_reported
2025-09-10,BMY,Health Care,47.150001526,-0.001693752457,0.1903300128,95667353096.0083,12201000000,1680000000,46509000000,-6541000000,0.1376936317,0.08685195083,,5.622530302,2.05696431,0.8196542907,weighted_average,as_reported
2025-09-10,C,Financials,97.169998169,-0.001746485479,0.2412025714,,21668000000,4019000000,,14177000000,0.1854808935,0.08166932907,,,,0.9183573715,,as_reported
2025-09-10,CAT,Industrials,422.910003662,0.01152856526,0.1553162662,226637470962.524,13798000000,,50971000000,,,0.2281263907,,13.72229783,4.446400325,0.8005145363,instant,derived
2025-09-10,COP,Energy,94.319999695,0.02677983957,0.3572994066,111327782039.795,12307000000,2551000000,48865000000,10588000000,0.2072804095,0.02866934136,10.514524182,2.257025485,2.278272425,0.4826844821,weighted_average,as_reported
2025-09-10,COST,Consumer Staples,956.289978027,-0.02344666774,0.2212692077,423994112717.896,58515000000,1681000000,,,0.02872767666,0.09072099612,,19.475178573,,0.6794186509,instant,as_reported
2025-09-10,CRM,Technology,242.570007324,-0.03764971279,0.5022755067,,8720000000,1224000000,33954000000,2592000000,0.1403669725,0.1126706648,,,,0.3618026411,,as_reported
2025-09-10,CSCO,Technology,68.129997253,0.01173147836,0.1692286236,280014288711.548,13102000000,2815000000,51557000000,11812000000,0.2148526942,-0.001828432119,23.705916755,7.040310983,5.431159468,0.576891981,instant,derived
2025-09-10,CVS,Health Care,73.970001221,0.0309408462,0.4819733797,92906321533.2031,,1770000000,,7190000000,,,12.921602439,1.239908201,,0.7025083076,instant,
2025-09-10,CVX,Energy,157.789993286,0.01898587415,0.2577057821,289297065180.588,49574000000,4434000000,197009000000,18751000000,0.08944204623,0.04994069807,15.428353964,1.816816019,1.468445935,0.3851268397,weighted_average,as_reported
2025-09-10,DE,Industrials,471.350006104,-0.008936138142,0.2060689352,,13152000000,1734000000,55984000000,8224000000,0.1318430657,-0.1676476172,,,,0.7853413822,,as_reported
2025-09-10,DHR,Health Care,192.589996338,-0.00895387754,0.160865459,139435157348.633,5743000000,907000000,23568000000,4203000000,0.1579313947,-0.02858592693,33.175150452,2.794459734,5.916291469,,instant,as_reported
2025-09-10,DIS,Communication Services,115.790000916,-0.01346171435,0.1889433465,220001001739.502,23155000000,2621000000,90028000000,4776000000,0.1131936947,0.03694581281,46.063861336,2.186410544,2.443695314,,instant,as_reported
2025-09-10,GE,Industrials,283.410003662,0.0259556416,0.2858471776,307304589015.426,8223000000,1266000000,33307000000,4746000000,0.1539584093,0.03996458834,64.75022946,16.523528821,9.226426547,0.8470411559,instant,as_reported
2025-09-10,GILD,Health Care,115.25,-0.004405698641,0.1596832359,143601500000,6954000000,1614000000,27805000000,1053000000,0.232096635,0.0537960297,136.373694207,7.855232208,5.164592699,,instant,as_reported
2025-09-10,GOOGL,Communication Services,239.169998169,-0.001919582098,0.1754674636,2961163747329.71,80539000000,23662000000,318146000000,82406000000,0.2937955525,0.1540688094,35.933836703,10.11174464,9.3075624,0.2810997913,instant,as_reported
2025-09-10,GS,Financials,769.58001709,0.007409258257,0.2792885718,243312636132.734,,3043000000,,11241000000,,,21.645105963,2.036719621,,0.9277432646,instant,
2025-09-10,HD,Consumer Discretionary,413.230010986,-0.005080107454,0.1986889723,410337400909.424,43175000000,4561000000,152089000000,14769000000,0.1056398379,0.006035045205,27.78369564,92.836516043,2.698008409,0.9543605312,instant,as_reported
2025-09-10,HON,Industrials,209.259307861,-0.01167138082,0.1042672036,139701513928.223,9186000000,1019000000,35466000000,4966000000,0.1109296756,0.06110661892,28.13159765,8.366863145,3.939026502,,instant,derived
2025-09-10,IBM,Technology,256.880004883,-0.008606369555,0.2235471702,,15770000000,1834000000,62365000000,8431000000,0.116296766,0.01906300485,,,,0.8199225988,,as_reported
2025-09-10,INTC,Technology,24.770000458,0.01350245158,0.2023809283,105916521957.397,12833000000,-1610000000,55121000000,975000000,-0.1254578041,-0.008958220712,108.632330213,0.9191828616,1.921527584,,instant,as_reported
2025-09-10,INTU,Technology,656.260009766,-0.02180675729,0.1698201025,,6737000000,2389000000,15813000000,3072000000,0.3546088764,0.1194749086,,,,0.4056717364,,as_reported
2025-09-10,JNJ,Health Care,175.789993286,-0.006611731724,0.07116249519,425763363739.014,22447000000,4686000000,86576000000,38018000000,0.2087584087,0.04312468051,11.198994259,5.951569288,4.917798971,0.6049544973,weighted_average,as_reported
2025-09-10,JPM,Financials,300.540008545,0.009031572128,0.3134828916,,,18149000000,,54074000000,,,,,,0.9178006871,,
2025-09-10,KO,Consumer Staples,67.819999695,-0.000589277031,0.1056665541,292643298683.167,12535000000,3810000000,47062000000,12183000000,0.303948943,0.01391248079,24.020626995,10.237652569,6.218250365,,weighted_average,as_reported
2025-09-10,LMT,Industrials,463.869995117,0.01489955885,0.2056497624,,,1545000000,,6776000000,,,,,,0.8790095155,,
2025-09-10,MA,Financials,579.380004883,-0.007910821327,0.1531139047,538823404541.016,,,,,,,,72.607924072,,0.8232584509,weighted_average,
2025-09-10,MCD,Consumer Discretionary,305.940002441,-0.02105467593,0.14171902,222081.847772217,6169000000,1929000000,25765000000,8595000000,0.3126924947,0.04594777891,2.583849305e-05,,8.6195167e-06,,weighted_average,as_reported
2025-09-10,META,Communication Services,751.979980469,-0.01791823497,0.2283547197,1973947448730.47,36455000000,12369000000,142711000000,45757000000,0.3392950213,0.2726479316,43.139791698,13.201101116,13.831782054,0.3289969665,weighted_average,as_reported
2025-09-10,MRK,Health Care,84.029998779,-0.006854941966,0.1128867682,213772316894.531,16112000000,5455000000,62479000000,13736000000,0.3385675273,0.07163285667,15.562923478,4.905059816,3.421506697,,weighted_average,as_reported
2025-09-10,MS,Financials,154.119995117,0.01248191139,0.2344002786,249531853750,,3076000000,,10413000000,,,23.96349311,2.477628272,,0.916197574,instant,
2025-09-10,MSFT,Technology,500.369995117,0.003932433022,0.2126954082,3734761643554.69,51865000000,16740000000,198270000000,72738000000,0.3227610142,0.1237866181,51.345399153,22.425344019,18.836746071,0.5435204473,instant,derived
2025-09-10,NFLX,Communication Services,124.771003723,-0.01230154967,0.2605494061,53771934496.6059,9370440000,2332209000,34932234000,6435089000,0.2488900201,0.1481267605,8.356051408,2.516775222,1.539321376,0.5624327828,instant,as_reported
2025-09-10,NOW,Technology,184.714004517,-0.01081746808,0.3299935213,37936931675.6287,2603000000,347000000,9478000000,1928000000,0.1333077219,0.241889313,19.676831782,4.679527775,4.002630479,0.5379046968,instant,as_reported
2025-09-10,NVDA,Technology,177.330001831,0.03847515963,0.3725036397,,,14881000000,,42597000000,,,,,,0.362388416,,
2025-09-10,ORCL,Technology,328.329986572,0.3594882663,2.426556209,932785491851.807,14926000000,2927000000,59018000000,12441000000,0.1961007638,0.1216652889,74.976729511,38.618261648,15.805101695,,instant,as_reported
2025-09-10,PEP,Consumer Staples,142.660003662,-0.003074775479,0.2654552599,196728145050.049,22501000000,3083000000,,,0.1370161326,0.008018994714,,10.116638129,,0.8032813238,weighted_average,as_reported
2025-09-10,PFE,Health Care,24.569999695,-0.005665561854,0.1825953002,139950718261.719,,41000000,,-2595000000,,,,1.595789262,,0.5930719311,weighted_average,
2025-09-10,PG,Consumer Staples,157.350006104,-0.01323228235,0.1343749759,,19515000000,3052000000,80187000000,14742000000,0.1563925186,0.03003272459,,,,0.6002491298,,derived
2025-09-10,QCOM,Technology,158.949996948,0.001827606971,0.1781241619,177388196594.238,9393000000,2129000000,37348000000,8712000000,0.2266581497,0.1114660987,20.361363245,,4.749603636,0.5322424679,instant,as_reported
2025-09-10,RTX,Industrials,155,0.02141692449,0.2687418254,,19721000000,111000000,72417000000,2262000000,0.005628517824,0.07676767677,,,,0.6234945926,,as_reported
2025-09-10,SCHW,Financials,92.239997864,-0.01526639726,0.4780856685,168891436088.562,4740000000,1362000000,,-235933000,0.2873417722,-0.0734949179,,3.98216156,,0.9095276289,weighted_average,as_reported
2025-09-10,SLB,Energy,36.159999847,0.01062051446,0.218195174,,9139000000,1112000000,35146000000,4415000000,0.1216763322,0.1284109149,,,,0.5487412148,,as_reported
2025-09-10,SPGI,Financials,510.775787354,-0.01427760115,0.1675591258,155939847879.028,3755000000,1072000000,,4013000000,0.2854860186,0.05804451958,38.858671288,4.670256001,,0.3714545906,instant,as_reported
2025-09-10,TMO,Health Care,476.540008545,-0.01216810563,0.1692941748,182514823272.705,10541000000,1548000000,42346000000,,0.1468551371,-0.01366145785,,3.847925942,4.310084147,,weighted_average,as_reported
2025-09-10,TSLA,Consumer Discretionary,347.790008545,0.002363337814,0.2895781376,1110841287292.48,25500000000,1400000000,95318000000,12571000000,0.05490196078,0.0229871224,88.365387582,16.712422328,11.654055764,0.4038659246,instant,as_reported
2025-09-10,TXN,Technology,184.009994507,-0.005512848833,0.2874823694,169105184951.782,3822000000,1127000000,16092000000,5312000000,0.2948717949,-0.1564775988,31.83456042,9.823700764,10.508649326,0.5088450126,weighted_average,as_reported
2025-09-10,UNH,Health Care,346.779998779,-0.003276690296,0.5625992518,319384378875.732,98855000000,4216000000,385439000000,14103000000,0.0426483233,0.06406682238,22.646555972,,0.8286249676,0.6530958973,instant,as_reported
2025-09-10,UPS,Industrials,83.849998474,-0.006516566448,0.1099947569,71859448692.3218,21818000000,1409000000,89502000000,5254000000,0.06457970483,-0.01074586262,13.677093394,4.219580076,0.8028809266,,weighted_average,as_reported
2025-09-10,V,Financials,338.119995117,-0.01706444537,0.1852928926,,10172000000,5272000000,,20286000000,0.5182854896,0.1429213483,,,,0.6134527713,,as_reported
2025-09-10,WFC,Financials,80.300003052,-0.005695851236,0.3509531631,281186520686.34,,4619000000,,18770000000,,,14.980635093,1.554006072,,0.906758686,instant,
2025-09-10,WMT,Consumer Staples,100.410003662,-0.01837897025,0.2339993067,,167767000000,4501000000,659058000000,15552000000,0.02682887576,0.04671200399,,,,,,as_reported
2025-09-10,XOM,Energy,112.5,0.01671943267,0.2717866143,,,,,,,,,,,,,
2025-09-11,AAPL,Technology,230.029998779,0.01428640116,0.2603880424,3501576219188.14,85777000000,21448000000,385603000000,101956000000,0.250043718,0.04865704121,34.343993676,52.491098807,9.080780542,0.7988371953,instant,as_reported
2025-09-11,ABBV,Health Care,220.220001221,0.04054056666,0.2864040353,390009622161.865,,1370000000,,5339000000,,,73.049189392,57.540516695,,,weighted_average,
2025-09-11,ABT,Health Care,132.649993896,0.02543297534,0.2341228249,232248252063.751,11142000000,1779000000,43109000000,13979000000,0.1596661282,0.07372072853,16.614081985,4.593063425,5.387465542,,weighted_average,as_reported
2025-09-11,ADBE,Technology,350.549987793,0.001113731228,0.2636001958,158799144470.215,5182000000,620000000,19936000000,4801000000,0.1196449247,0.1132116004,33.07626421,10.271613484,7.965446653,0.4622795729,instant,as_reported
2025-09-11,AMD,Technology,155.669998169,-0.02425720998,0.5551223681,251874057037.354,5835000000,265000000,23276000000,1354000000,0.04541559554,0.08882254152,186.022198698,4.454951661,10.821191658,,instant,as_reported
2025-09-11,AMGN,Health Care,282.730010986,0.01515210893,0.1927916145,151656377893.066,7447000000,-113000000,29532000000,3763000000,-0.01517389553,0.2198198198,40.301987216,30.198402607,5.135323645,,instant,as_reported
2025-09-11,AMZN,Consumer Discretionary,229.949996948,-0.001649827985,0.4149701005,2392169818252.56,143313000000,10431000000,590740000000,37684000000,0.07278474388,0.1252767788,63.479721321,11.041072543,4.049446149,,instant,as_reported
2025-09-11,AVGO,Technology,359.630004883,-0.02689614293,0.8803475814,1698172883056.64,15952000000,,59926000000,,,0.2203182375,,,28.337831376,0.5575621449,instant,as_reported
2025-09-11,AXP,Financials,329.320007324,0.01846300217,0.2192992744,236781085266.113,9339000000,2437000000,,8995000000,0.2609487097,0.05573140402,26.323633715,8.23185528,,0.8931742807,instant,as_reported
2025-09-11,BA,Industrials,219.990005493,-0.03309598557,0.2044191494,,,-1439000000,,-3441000000,,,,,,1.125994955,,
2025-09-11,BAC,Financials,50.75,0.01236776207,0.184144242,399243561150,25818000000,6674000000,,24818000000,0.2585018204,-0.01675679793,16.086854749,1.360043744,,0.9103330286,instant,as_reported
2025-09-11,BLK,Financials,1134.180053711,0.02837099029,0.1888303671,,4805000000,1495000000,,6047000000,0.3111342352,,,,,,,as_reported
2025-09-11,BMY,Health Care,47.540000916,0.008271497487,0.1814541189,96458661857.605,12201000000,1680000000,46509000000,-6541000000,0.1376936317,0.08685195083,,5.669036841,2.07397841,0.8196542907,weighted_average,as_reported
2025-09-11,C,Financials,98.819999695,0.01698059413,0.2302747443,,21668000000,4019000000,,14177000000,0.1854808935,0.08166932907,,,,0.9183573715,,as_reported
